Claim_ID,Customer_ID,Vehicle_ID,Claim_Date,Claim_Amount,Claim_Type
18273,461735,461735,2025-02-28,10000,1
18274,461773,461773,2025-08-28,10000,1
18275,461778,461778,2025-12-21,10000,1
18276,461814,461814,2025-04-21,10000,1
18277,461839,461839,2025-12-21,10000,1
18278,461885,461885,2025-10-14,10000,1
18279,461912,461912,2025-05-14,10000,1
18280,461914,461914,2025-05-14,10000,1
18281,461918,461918,2025-11-21,10000,1
18282,461984,461984,2025-05-28,10000,1
18283,462004,462004,2025-08-14,10000,1
18284,462012,462012,2025-12-28,10000,1
18285,462021,462021,2025-01-21,10000,1
18286,462035,462035,2025-02-28,10000,1
18287,462090,462090,2025-04-07,10000,1
18288,462105,462105,2025-06-07,10000,1
18289,462109,462109,2025-09-21,10000,1
18290,462120,462120,2025-09-14,10000,1
18291,462135,462135,2025-04-21,10000,1
18292,462192,462192,2025-05-28,10000,1
18293,462221,462221,2025-11-21,10000,1
18294,462245,462245,2025-12-07,10000,1
18295,462248,462248,2025-08-28,10000,1
18296,462252,462252,2025-10-07,10000,1
18297,462290,462290,2025-08-14,10000,1
18298,462303,462303,2025-12-21,10000,1
18299,462376,462376,2025-12-14,10000,1
18300,462383,462383,2025-09-14,10000,1
18301,462405,462405,2025-08-14,10000,1
18302,462417,462417,2025-04-07,10000,1
18303,462490,462490,2025-06-07,10000,1
18304,462502,462502,2025-11-14,10000,1
18305,462527,462527,2025-10-28,10000,1
18306,462540,462540,2025-03-28,10000,1
18307,462562,462562,2025-09-28,10000,1
18308,462574,462574,2025-02-14,10000,1
18309,462593,462593,2025-01-28,10000,1
18310,462636,462636,2025-02-28,10000,1
18311,462638,462638,2025-06-28,10000,1
18312,462670,462670,2025-08-21,10000,1
18313,462680,462680,2025-04-07,10000,1
18314,462681,462681,2025-12-21,10000,1
18315,462691,462691,2025-01-28,10000,1
18316,462741,462741,2025-11-14,10000,1
18317,462751,462751,2025-03-14,10000,1
18318,462754,462754,2025-09-07,10000,1
18319,462764,462764,2025-09-28,10000,1
18320,462784,462784,2025-05-21,10000,1
18321,462803,462803,2025-12-21,10000,1
18322,462831,462831,2025-04-14,10000,1
18323,462856,462856,2025-04-28,10000,1
18324,462863,462863,2025-04-21,10000,1
18325,462869,462869,2025-04-28,10000,1
18326,462870,462870,2025-12-21,10000,1
18327,462917,462917,2025-01-21,10000,1
18328,462968,462968,2025-09-21,10000,1
18329,463039,463039,2025-02-14,10000,1
18330,463040,463040,2025-07-14,10000,1
18331,463049,463049,2025-06-14,10000,1
18332,463065,463065,2025-08-07,10000,1
18333,463084,463084,2025-03-28,10000,1
18334,463130,463130,2025-07-21,10000,1
18335,463151,463151,2025-06-21,10000,1
18336,463233,463233,2025-04-21,10000,1
18337,463236,463236,2025-05-14,10000,1
18338,463290,463290,2025-04-21,10000,1
18339,463298,463298,2025-07-07,10000,1
18340,463313,463313,2025-01-07,10000,1
18341,463363,463363,2025-09-28,10000,1
18342,463365,463365,2025-06-21,10000,1
18343,463400,463400,2025-07-14,10000,1
18344,463435,463435,2025-11-21,10000,1
18345,463446,463446,2025-11-07,10000,1
18346,463462,463462,2025-11-21,10000,1
18347,463485,463485,2025-01-14,10000,1
18348,463512,463512,2025-04-21,10000,1
18349,463517,463517,2025-12-07,10000,1
18350,463531,463531,2025-03-14,10000,1
18351,463544,463544,2025-01-28,10000,1
18352,463551,463551,2025-01-21,10000,1
18353,463569,463569,2025-02-14,10000,1
18354,463583,463583,2025-02-14,10000,1
18355,463608,463608,2025-12-28,10000,1
18356,463653,463653,2025-05-14,10000,1
18357,463654,463654,2025-12-21,10000,1
18358,463670,463670,2025-03-28,10000,1
18359,463683,463683,2025-09-21,10000,1
18360,463703,463703,2025-02-28,10000,1
18361,463706,463706,2025-11-07,10000,1
18362,463728,463728,2025-04-21,10000,1
18363,463743,463743,2025-12-07,10000,1
18364,463823,463823,2025-09-07,10000,1
18365,463876,463876,2025-11-21,10000,1
18366,463892,463892,2025-05-28,10000,1
18367,463899,463899,2025-02-14,10000,1
18368,463900,463900,2025-08-07,10000,1
18369,463932,463932,2025-04-14,10000,1
18370,463964,463964,2025-06-07,10000,1
18371,464011,464011,2025-09-07,10000,1
18372,464030,464030,2025-04-14,10000,1
18373,464040,464040,2025-06-14,10000,1
18374,464084,464084,2025-06-14,10000,1
18375,464096,464096,2025-02-28,10000,1
18376,464154,464154,2025-10-21,10000,1
18377,464158,464158,2025-06-14,10000,1
18378,464173,464173,2025-01-21,10000,1
18379,464174,464174,2025-03-07,10000,1
18380,464195,464195,2025-01-14,10000,1
18381,464237,464237,2025-10-07,10000,1
18382,464250,464250,2025-11-28,10000,1
18383,464254,464254,2025-09-07,10000,1
18384,464280,464280,2025-06-14,10000,1
18385,464284,464284,2025-04-14,10000,1
18386,464289,464289,2025-09-14,10000,1
18387,464305,464305,2025-08-28,10000,1
18388,464397,464397,2025-05-28,10000,1
18389,464414,464414,2025-10-21,10000,1
18390,464424,464424,2025-10-21,10000,1
18391,464525,464525,2025-12-28,10000,1
18392,464533,464533,2025-10-21,10000,1
18393,464562,464562,2025-09-28,10000,1
18394,464563,464563,2025-01-14,10000,1
18395,464564,464564,2025-10-28,10000,1
18396,464602,464602,2025-05-28,10000,1
18397,464614,464614,2025-06-07,10000,1
18398,464627,464627,2025-11-07,10000,1
18399,464669,464669,2025-05-14,10000,1
18400,464695,464695,2025-09-21,10000,1
18401,464708,464708,2025-04-14,10000,1
18402,464712,464712,2025-08-14,10000,1
18403,464715,464715,2025-05-14,10000,1
18404,464854,464854,2025-11-21,10000,1
18405,464867,464867,2025-04-28,10000,1
18406,464878,464878,2025-10-14,10000,1
18407,464954,464954,2025-12-28,10000,1
18408,464959,464959,2025-06-21,10000,1
18409,465013,465013,2025-05-07,10000,1
18410,465040,465040,2025-11-07,10000,1
18411,465051,465051,2025-11-07,10000,1
18412,465068,465068,2025-08-07,10000,1
18413,465086,465086,2025-04-14,10000,1
18414,465093,465093,2025-08-21,10000,1
18415,465150,465150,2025-09-28,10000,1
18416,465162,465162,2025-08-21,10000,1
18417,465176,465176,2025-12-28,10000,1
18418,465181,465181,2025-11-28,10000,1
18419,465197,465197,2025-06-14,10000,1
18420,465214,465214,2025-02-21,10000,1
18421,465303,465303,2025-01-21,10000,1
18422,465319,465319,2025-02-21,10000,1
18423,465320,465320,2025-11-07,10000,1
18424,465347,465347,2025-03-28,10000,1
18425,465500,465500,2025-08-28,10000,1
18426,465516,465516,2025-03-21,10000,1
18427,465522,465522,2025-10-14,10000,1
18428,465529,465529,2025-02-21,10000,1
18429,465532,465532,2025-11-07,10000,1
18430,465548,465548,2025-12-28,10000,1
18431,465571,465571,2025-07-07,10000,1
18432,465629,465629,2025-04-14,10000,1
18433,465662,465662,2025-01-21,10000,1
18434,465687,465687,2025-05-21,10000,1
18435,465770,465770,2025-08-21,10000,1
18436,465778,465778,2025-03-28,10000,1
18437,465820,465820,2025-03-21,10000,1
18438,465824,465824,2025-04-28,10000,1
18439,465853,465853,2025-03-21,10000,1
18440,465862,465862,2025-07-21,10000,1
18441,465888,465888,2025-04-07,10000,1
18442,465971,465971,2025-08-28,10000,1
18443,466018,466018,2025-11-14,10000,1
18444,466054,466054,2025-05-07,10000,1
18445,466068,466068,2025-06-14,10000,1
18446,466099,466099,2025-12-07,10000,1
18447,466107,466107,2025-12-21,10000,1
18448,466113,466113,2025-01-21,10000,1
18449,466187,466187,2025-07-28,10000,1
18450,466212,466212,2025-12-21,10000,1
18451,466219,466219,2025-06-07,10000,1
18452,466275,466275,2025-03-07,10000,1
18453,466281,466281,2025-10-07,10000,1
18454,466319,466319,2025-01-28,10000,1
18455,466329,466329,2025-09-21,10000,1
18456,466390,466390,2025-02-28,10000,1
18457,466430,466430,2025-04-21,10000,1
18458,466436,466436,2025-08-07,10000,1
18459,466448,466448,2025-10-14,10000,1
18460,466450,466450,2025-10-28,10000,1
18461,466458,466458,2025-10-07,10000,1
18462,466466,466466,2025-07-07,10000,1
18463,466478,466478,2025-12-07,10000,1
18464,466481,466481,2025-04-14,10000,1
18465,466489,466489,2025-10-07,10000,1
18466,466494,466494,2025-10-14,10000,1
18467,466497,466497,2025-12-21,10000,1
18468,466535,466535,2025-04-28,10000,1
18469,466562,466562,2025-12-21,10000,1
18470,466581,466581,2025-01-28,10000,1
18471,466599,466599,2025-06-21,10000,1
18472,466663,466663,2025-04-21,10000,1
18473,466705,466705,2025-12-14,10000,1
18474,466751,466751,2025-05-14,10000,1
18475,466755,466755,2025-05-14,10000,1
18476,466761,466761,2025-06-14,10000,1
18477,466800,466800,2025-05-21,10000,1
18478,466819,466819,2025-06-21,10000,1
18479,466882,466882,2025-03-21,10000,1
18480,466910,466910,2025-11-07,10000,1
18481,466916,466916,2025-04-14,10000,1
18482,466961,466961,2025-12-28,10000,1
18483,466975,466975,2025-10-14,10000,1
18484,467034,467034,2025-11-07,10000,1
18485,467102,467102,2025-08-21,10000,1
18486,467103,467103,2025-05-21,10000,1
18487,467133,467133,2025-11-14,10000,1
18488,467143,467143,2025-01-14,10000,1
18489,467151,467151,2025-06-21,10000,1
18490,467156,467156,2025-10-21,10000,1
18491,467196,467196,2025-03-28,10000,1
18492,467287,467287,2025-01-28,10000,1
18493,467317,467317,2025-12-28,10000,1
18494,467323,467323,2025-01-14,10000,1
18495,467334,467334,2025-08-07,10000,1
18496,467347,467347,2025-10-14,10000,1
18497,467348,467348,2025-12-28,10000,1
18498,467355,467355,2025-01-14,10000,1
18499,467375,467375,2025-09-07,10000,1
18500,467380,467380,2025-07-28,10000,1
18501,467423,467423,2025-01-28,10000,1
18502,467428,467428,2025-01-28,10000,1
18503,467505,467505,2025-11-14,10000,1
18504,467546,467546,2025-09-28,10000,1
18505,467551,467551,2025-03-14,10000,1
18506,467553,467553,2025-01-28,10000,1
18507,467563,467563,2025-05-07,10000,1
18508,467655,467655,2025-12-14,10000,1
18509,467679,467679,2025-02-07,10000,1
18510,467803,467803,2025-08-07,10000,1
18511,467837,467837,2025-10-14,10000,1
18512,467849,467849,2025-12-28,10000,1
18513,467857,467857,2025-05-14,10000,1
18514,467868,467868,2025-05-21,10000,1
18515,467877,467877,2025-08-14,10000,1
18516,467939,467939,2025-02-28,10000,1
18517,467951,467951,2025-04-28,10000,1
18518,467964,467964,2025-03-28,10000,1
18519,467966,467966,2025-11-21,10000,1
18520,467975,467975,2025-10-28,10000,1
18521,467992,467992,2025-01-21,10000,1
18522,468014,468014,2025-10-14,10000,1
18523,468061,468061,2025-06-21,10000,1
18524,468064,468064,2025-04-14,10000,1
18525,468091,468091,2025-10-21,10000,1
18526,468107,468107,2025-08-21,10000,1
18527,468167,468167,2025-09-14,10000,1
18528,468233,468233,2025-11-14,10000,1
18529,468291,468291,2025-03-21,10000,1
18530,468300,468300,2025-04-28,10000,1
18531,468322,468322,2025-03-21,10000,1
18532,468330,468330,2025-05-14,10000,1
18533,468348,468348,2025-11-07,10000,1
18534,468356,468356,2025-01-21,10000,1
18535,468377,468377,2025-01-07,10000,1
18536,468386,468386,2025-01-07,10000,1
18537,468434,468434,2025-11-28,10000,1
18538,468485,468485,2025-02-28,10000,1
18539,468488,468488,2025-06-07,10000,1
18540,468503,468503,2025-02-28,10000,1
18541,468550,468550,2025-09-21,10000,1
18542,468553,468553,2025-06-07,10000,1
18543,468555,468555,2025-08-14,10000,1
18544,468571,468571,2025-12-21,10000,1
18545,468576,468576,2025-01-28,10000,1
18546,468578,468578,2025-08-28,10000,1
18547,468586,468586,2025-07-21,10000,1
18548,468619,468619,2025-03-14,10000,1
18549,468671,468671,2025-02-28,10000,1
18550,468675,468675,2025-11-14,10000,1
18551,468684,468684,2025-03-21,10000,1
18552,468688,468688,2025-11-21,10000,1
18553,468696,468696,2025-08-07,10000,1
18554,468731,468731,2025-05-28,10000,1
18555,468760,468760,2025-10-21,10000,1
18556,468854,468854,2025-01-28,10000,1
18557,468862,468862,2025-05-07,10000,1
18558,468866,468866,2025-04-07,10000,1
18559,468931,468931,2025-03-28,10000,1
18560,468961,468961,2025-12-21,10000,1
18561,468992,468992,2025-06-28,10000,1
18562,469013,469013,2025-10-14,10000,1
18563,469068,469068,2025-06-28,10000,1
18564,469090,469090,2025-09-28,10000,1
18565,469189,469189,2025-11-21,10000,1
18566,469234,469234,2025-11-07,10000,1
18567,469240,469240,2025-09-21,10000,1
18568,469258,469258,2025-12-28,10000,1
18569,469281,469281,2025-02-07,10000,1
18570,469290,469290,2025-04-21,10000,1
18571,469470,469470,2025-06-14,10000,1
18572,469515,469515,2025-09-07,10000,1
18573,469518,469518,2025-03-07,10000,1
18574,469531,469531,2025-08-28,10000,1
18575,469572,469572,2025-07-07,10000,1
18576,469592,469592,2025-02-14,10000,1
18577,469642,469642,2025-05-28,10000,1
18578,469646,469646,2025-04-28,10000,1
18579,469650,469650,2025-07-28,10000,1
18580,469662,469662,2025-10-07,10000,1
18581,469698,469698,2025-05-14,10000,1
18582,469744,469744,2025-11-28,10000,1
18583,469779,469779,2025-03-21,10000,1
18584,469861,469861,2025-08-14,10000,1
18585,469878,469878,2025-06-14,10000,1
18586,469898,469898,2025-05-21,10000,1
18587,469907,469907,2025-05-07,10000,1
18588,469922,469922,2025-05-07,10000,1
18589,469949,469949,2025-12-14,10000,1
18590,469959,469959,2025-01-07,10000,1
18591,469987,469987,2025-09-28,10000,1
18592,470002,470002,2025-08-21,10000,1
18593,470023,470023,2025-11-14,10000,1
18594,470033,470033,2025-05-14,10000,1
18595,470072,470072,2025-12-21,10000,1
18596,470098,470098,2025-07-28,10000,1
18597,470100,470100,2025-10-21,10000,1
18598,470149,470149,2025-12-21,10000,1
18599,470186,470186,2025-04-28,10000,1
18600,470199,470199,2025-09-28,10000,1
18601,470224,470224,2025-12-28,10000,1
18602,470294,470294,2025-04-14,10000,1
18603,470299,470299,2025-12-07,10000,1
18604,470305,470305,2025-07-21,10000,1
18605,470306,470306,2025-01-14,10000,1
18606,470308,470308,2025-03-28,10000,1
18607,470326,470326,2025-02-14,10000,1
18608,470345,470345,2025-12-28,10000,1
18609,470371,470371,2025-01-28,10000,1
18610,470407,470407,2025-09-14,10000,1
18611,470437,470437,2025-02-28,10000,1
18612,470439,470439,2025-09-28,10000,1
18613,470460,470460,2025-03-14,10000,1
18614,470466,470466,2025-12-28,10000,1
18615,470491,470491,2025-03-28,10000,1
18616,470515,470515,2025-03-07,10000,1
18617,470522,470522,2025-10-21,10000,1
18618,470530,470530,2025-05-07,10000,1
18619,470584,470584,2025-01-28,10000,1
18620,470606,470606,2025-05-07,10000,1
18621,470618,470618,2025-05-28,10000,1
18622,470629,470629,2025-11-21,10000,1
18623,470673,470673,2025-04-14,10000,1
18624,470726,470726,2025-02-14,10000,1
18625,470748,470748,2025-03-14,10000,1
18626,470749,470749,2025-03-21,10000,1
18627,470768,470768,2025-04-14,10000,1
18628,470787,470787,2025-02-21,10000,1
18629,470789,470789,2025-04-28,10000,1
18630,470832,470832,2025-07-14,10000,1
18631,470833,470833,2025-10-21,10000,1
18632,470846,470846,2025-09-14,10000,1
18633,470870,470870,2025-11-28,10000,1
18634,470871,470871,2025-08-14,10000,1
18635,470904,470904,2025-10-28,10000,1
18636,470919,470919,2025-09-28,10000,1
18637,470924,470924,2025-01-07,10000,1
18638,470942,470942,2025-06-28,10000,1
18639,470948,470948,2025-02-14,10000,1
18640,470978,470978,2025-09-07,10000,1
18641,470990,470990,2025-02-21,10000,1
18642,471040,471040,2025-12-14,10000,1
18643,471050,471050,2025-07-14,10000,1
18644,471115,471115,2025-01-28,10000,1
18645,471119,471119,2025-05-07,10000,1
18646,471147,471147,2025-08-07,10000,1
18647,471181,471181,2025-06-07,10000,1
18648,471211,471211,2025-02-07,10000,1
18649,471228,471228,2025-08-28,10000,1
18650,471297,471297,2025-11-28,10000,1
18651,471323,471323,2025-09-28,10000,1
18652,471478,471478,2025-05-21,10000,1
18653,471497,471497,2025-07-21,10000,1
18654,471502,471502,2025-03-21,10000,1
18655,471539,471539,2025-07-28,10000,1
18656,471549,471549,2025-04-21,10000,1
18657,471551,471551,2025-08-28,10000,1
18658,471572,471572,2025-02-14,10000,1
18659,471579,471579,2025-10-21,10000,1
18660,471634,471634,2025-02-28,10000,1
18661,471686,471686,2025-09-21,10000,1
18662,471712,471712,2025-10-07,10000,1
18663,471727,471727,2025-12-14,10000,1
18664,471729,471729,2025-12-21,10000,1
18665,471781,471781,2025-11-21,10000,1
18666,471827,471827,2025-01-28,10000,1
18667,471895,471895,2025-03-28,10000,1
18668,471942,471942,2025-03-28,10000,1
18669,471964,471964,2025-11-07,10000,1
18670,471980,471980,2025-08-21,10000,1
18671,471993,471993,2025-08-14,10000,1
18672,471994,471994,2025-07-21,10000,1
18673,471999,471999,2025-07-14,10000,1
18674,472010,472010,2025-12-07,10000,1
18675,472013,472013,2025-06-14,10000,1
18676,472060,472060,2025-08-14,10000,1
18677,472089,472089,2025-05-07,10000,1
18678,472125,472125,2025-10-07,10000,1
18679,472137,472137,2025-08-28,10000,1
18680,472150,472150,2025-01-28,10000,1
18681,472152,472152,2025-09-21,10000,1
18682,472178,472178,2025-01-07,10000,1
18683,472185,472185,2025-04-14,10000,1
18684,472196,472196,2025-11-21,10000,1
18685,472198,472198,2025-08-28,10000,1
18686,472202,472202,2025-02-28,10000,1
18687,472214,472214,2025-01-21,10000,1
18688,472221,472221,2025-03-07,10000,1
18689,472225,472225,2025-08-14,10000,1
18690,472227,472227,2025-04-28,10000,1
18691,472301,472301,2025-02-14,10000,1
18692,472336,472336,2025-06-28,10000,1
18693,472358,472358,2025-09-07,10000,1
18694,472434,472434,2025-07-21,10000,1
18695,472439,472439,2025-11-21,10000,1
18696,472445,472445,2025-03-28,10000,1
18697,472466,472466,2025-11-07,10000,1
18698,472482,472482,2025-10-07,10000,1
18699,472490,472490,2025-10-21,10000,1
18700,472491,472491,2025-04-21,10000,1
18701,472502,472502,2025-06-21,10000,1
18702,472540,472540,2025-01-21,10000,1
18703,472548,472548,2025-08-28,10000,1
18704,472557,472557,2025-05-21,10000,1
18705,472614,472614,2025-03-28,10000,1
18706,472653,472653,2025-04-14,10000,1
18707,472718,472718,2025-05-07,10000,1
18708,472727,472727,2025-02-28,10000,1
18709,472732,472732,2025-07-21,10000,1
18710,472737,472737,2025-06-28,10000,1
18711,472755,472755,2025-11-14,10000,1
18712,472768,472768,2025-05-21,10000,1
18713,472796,472796,2025-09-14,10000,1
18714,472821,472821,2025-02-14,10000,1
18715,472853,472853,2025-12-07,10000,1
18716,472871,472871,2025-04-14,10000,1
18717,472879,472879,2025-02-28,10000,1
18718,473115,473115,2025-06-14,10000,1
18719,473117,473117,2025-10-21,10000,1
18720,473249,473249,2025-06-07,10000,1
18721,473251,473251,2025-02-07,10000,1
18722,473268,473268,2025-01-14,10000,1
18723,473291,473291,2025-05-14,10000,1
18724,473298,473298,2025-04-14,10000,1
18725,473314,473314,2025-07-28,10000,1
18726,473342,473342,2025-11-07,10000,1
18727,473349,473349,2025-09-28,10000,1
18728,473359,473359,2025-12-21,10000,1
18729,473404,473404,2025-11-28,10000,1
18730,473416,473416,2025-07-07,10000,1
18731,473440,473440,2025-02-14,10000,1
18732,473443,473443,2025-11-07,10000,1
18733,473500,473500,2025-07-28,10000,1
18734,473501,473501,2025-12-28,10000,1
18735,473525,473525,2025-11-21,10000,1
18736,473529,473529,2025-07-28,10000,1
18737,473583,473583,2025-04-07,10000,1
18738,473587,473587,2025-04-21,10000,1
18739,473621,473621,2025-02-28,10000,1
18740,473643,473643,2025-02-28,10000,1
18741,473656,473656,2025-04-21,10000,1
18742,473696,473696,2025-09-14,10000,1
18743,473709,473709,2025-07-21,10000,1
18744,473741,473741,2025-08-07,10000,1
18745,473742,473742,2025-04-07,10000,1
18746,473769,473769,2025-05-28,10000,1
18747,473866,473866,2025-11-07,10000,1
18748,473897,473897,2025-09-28,10000,1
18749,473910,473910,2025-05-07,10000,1
18750,473933,473933,2025-01-21,10000,1
18751,473934,473934,2025-11-28,10000,1
18752,474068,474068,2025-04-28,10000,1
18753,474075,474075,2025-07-07,10000,1
18754,474077,474077,2025-06-07,10000,1
18755,474121,474121,2025-04-21,10000,1
18756,474143,474143,2025-01-28,10000,1
18757,474176,474176,2025-02-21,10000,1
18758,474195,474195,2025-10-07,10000,1
18759,474201,474201,2025-06-07,10000,1
18760,474209,474209,2025-06-28,10000,1
18761,474256,474256,2025-10-21,10000,1
18762,474261,474261,2025-10-07,10000,1
18763,474268,474268,2025-10-21,10000,1
18764,474289,474289,2025-12-14,10000,1
18765,474313,474313,2025-12-14,10000,1
18766,474394,474394,2025-07-14,10000,1
18767,474399,474399,2025-11-14,10000,1
18768,474463,474463,2025-05-14,10000,1
18769,474474,474474,2025-10-21,10000,1
18770,474492,474492,2025-06-14,10000,1
18771,474507,474507,2025-03-28,10000,1
18772,474508,474508,2025-02-21,10000,1
18773,474544,474544,2025-02-07,10000,1
18774,474556,474556,2025-03-28,10000,1
18775,474557,474557,2025-09-21,10000,1
18776,474559,474559,2025-07-21,10000,1
18777,474577,474577,2025-09-28,10000,1
18778,474584,474584,2025-04-28,10000,1
18779,474600,474600,2025-10-07,10000,1
18780,474610,474610,2025-11-21,10000,1
18781,474654,474654,2025-12-07,10000,1
18782,474672,474672,2025-03-07,10000,1
18783,474753,474753,2025-11-07,10000,1
18784,474757,474757,2025-05-21,10000,1
18785,474778,474778,2025-06-14,10000,1
18786,474807,474807,2025-05-28,10000,1
18787,474818,474818,2025-04-07,10000,1
18788,474836,474836,2025-01-14,10000,1
18789,474838,474838,2025-09-21,10000,1
18790,474860,474860,2025-01-14,10000,1
18791,474863,474863,2025-05-28,10000,1
18792,474869,474869,2025-02-14,10000,1
18793,474935,474935,2025-03-21,10000,1
18794,474987,474987,2025-12-28,10000,1
18795,475058,475058,2025-10-21,10000,1
18796,475071,475071,2025-07-21,10000,1
18797,475073,475073,2025-12-07,10000,1
18798,475083,475083,2025-08-07,10000,1
18799,475102,475102,2025-09-28,10000,1
18800,475126,475126,2025-10-14,10000,1
18801,475141,475141,2025-03-28,10000,1
18802,475144,475144,2025-07-14,10000,1
18803,475161,475161,2025-07-07,10000,1
18804,475222,475222,2025-03-07,10000,1
18805,475239,475239,2025-11-21,10000,1
18806,475252,475252,2025-08-07,10000,1
18807,475274,475274,2025-08-07,10000,1
18808,475282,475282,2025-09-21,10000,1
18809,475327,475327,2025-12-28,10000,1
18810,475359,475359,2025-02-21,10000,1
18811,475472,475472,2025-05-28,10000,1
18812,475489,475489,2025-05-14,10000,1
18813,475520,475520,2025-01-21,10000,1
18814,475578,475578,2025-11-21,10000,1
18815,475583,475583,2025-07-21,10000,1
18816,475589,475589,2025-04-07,10000,1
18817,475606,475606,2025-03-07,10000,1
18818,475640,475640,2025-10-21,10000,1
18819,475676,475676,2025-02-21,10000,1
18820,475706,475706,2025-10-14,10000,1
18821,475718,475718,2025-01-21,10000,1
18822,475766,475766,2025-12-07,10000,1
18823,475785,475785,2025-09-14,10000,1
18824,475840,475840,2025-05-28,10000,1
18825,475857,475857,2025-06-21,10000,1
18826,475910,475910,2025-03-14,10000,1
18827,475922,475922,2025-12-07,10000,1
18828,475930,475930,2025-11-14,10000,1
18829,475943,475943,2025-08-14,10000,1
18830,475963,475963,2025-04-21,10000,1
18831,475972,475972,2025-01-21,10000,1
18832,475997,475997,2025-10-14,10000,1
18833,476011,476011,2025-01-07,10000,1
18834,476052,476052,2025-12-07,10000,1
18835,476057,476057,2025-08-07,10000,1
18836,476065,476065,2025-11-07,10000,1
18837,476080,476080,2025-05-07,10000,1
18838,476081,476081,2025-06-07,10000,1
18839,476084,476084,2025-01-14,10000,1
18840,476175,476175,2025-05-28,10000,1
18841,476180,476180,2025-03-14,10000,1
18842,476246,476246,2025-07-14,10000,1
18843,476295,476295,2025-07-14,10000,1
18844,476323,476323,2025-03-28,10000,1
18845,476374,476374,2025-02-14,10000,1
18846,476410,476410,2025-05-21,10000,1
18847,476433,476433,2025-08-07,10000,1
18848,476460,476460,2025-06-21,10000,1
18849,476478,476478,2025-01-21,10000,1
18850,476481,476481,2025-01-07,10000,1
18851,476510,476510,2025-03-21,10000,1
18852,476563,476563,2025-01-14,10000,1
18853,476566,476566,2025-07-07,10000,1
18854,476574,476574,2025-09-14,10000,1
18855,476579,476579,2025-02-21,10000,1
18856,476582,476582,2025-07-21,10000,1
18857,476591,476591,2025-07-21,10000,1
18858,476604,476604,2025-04-21,10000,1
18859,476716,476716,2025-04-14,10000,1
18860,476753,476753,2025-08-28,10000,1
18861,476756,476756,2025-08-21,10000,1
18862,476821,476821,2025-09-07,10000,1
18863,476921,476921,2025-07-28,10000,1
18864,476932,476932,2025-08-21,10000,1
18865,476938,476938,2025-03-28,10000,1
18866,476962,476962,2025-09-21,10000,1
18867,476971,476971,2025-04-07,10000,1
18868,476974,476974,2025-04-07,10000,1
18869,476984,476984,2025-08-07,10000,1
18870,477004,477004,2025-02-07,10000,1
18871,477007,477007,2025-09-28,10000,1
18872,477014,477014,2025-10-07,10000,1
18873,477037,477037,2025-01-28,10000,1
18874,477045,477045,2025-03-07,10000,1
18875,477089,477089,2025-11-07,10000,1
18876,477185,477185,2025-08-07,10000,1
18877,477196,477196,2025-11-21,10000,1
18878,477237,477237,2025-12-07,10000,1
18879,477254,477254,2025-05-28,10000,1
18880,477255,477255,2025-04-07,10000,1
18881,477295,477295,2025-10-07,10000,1
18882,477370,477370,2025-08-28,10000,1
18883,477394,477394,2025-04-21,10000,1
18884,477428,477428,2025-09-14,10000,1
18885,477460,477460,2025-12-28,10000,1
18886,477470,477470,2025-11-21,10000,1
18887,477484,477484,2025-02-28,10000,1
18888,477567,477567,2025-02-14,10000,1
18889,477644,477644,2025-08-21,10000,1
18890,477655,477655,2025-06-07,10000,1
18891,477665,477665,2025-11-21,10000,1
18892,477681,477681,2025-10-28,10000,1
18893,477709,477709,2025-10-21,10000,1
18894,477757,477757,2025-04-14,10000,1
18895,477771,477771,2025-11-28,10000,1
18896,477779,477779,2025-01-21,10000,1
18897,477847,477847,2025-05-07,10000,1
18898,477889,477889,2025-08-14,10000,1
18899,477895,477895,2025-01-21,10000,1
18900,477900,477900,2025-10-07,10000,1
18901,477916,477916,2025-05-14,10000,1
18902,477955,477955,2025-03-14,10000,1
18903,478002,478002,2025-09-14,10000,1
18904,478034,478034,2025-06-07,10000,1
18905,478077,478077,2025-12-07,10000,1
18906,478089,478089,2025-04-21,10000,1
18907,478098,478098,2025-07-14,10000,1
18908,478102,478102,2025-10-21,10000,1
18909,478113,478113,2025-07-14,10000,1
18910,478115,478115,2025-06-21,10000,1
18911,478133,478133,2025-06-21,10000,1
18912,478147,478147,2025-12-28,10000,1
18913,478174,478174,2025-07-14,10000,1
18914,478192,478192,2025-08-21,10000,1
18915,478256,478256,2025-10-14,10000,1
18916,478257,478257,2025-11-28,10000,1
18917,478275,478275,2025-05-21,10000,1
18918,478298,478298,2025-08-28,10000,1
18919,478311,478311,2025-04-21,10000,1
18920,478333,478333,2025-11-07,10000,1
18921,478359,478359,2025-08-21,10000,1
18922,478371,478371,2025-01-07,10000,1
18923,478395,478395,2025-05-07,10000,1
18924,478517,478517,2025-02-07,10000,1
18925,478570,478570,2025-06-28,10000,1
18926,478606,478606,2025-09-28,10000,1
18927,478613,478613,2025-02-14,10000,1
18928,478620,478620,2025-09-28,10000,1
18929,478636,478636,2025-08-28,10000,1
18930,478721,478721,2025-08-21,10000,1
18931,478729,478729,2025-09-21,10000,1
18932,478781,478781,2025-04-28,10000,1
18933,478797,478797,2025-12-14,10000,1
18934,478823,478823,2025-04-07,10000,1
18935,478825,478825,2025-07-14,10000,1
18936,478830,478830,2025-07-14,10000,1
